country,cause_id,d_bothsex,d_male,d_female,year
El Salvador,1210,2200,1400,900,2015
El Salvador,1260,4500,3100,1500,2015
El Salvador,1330,100,100,100,2015
El Salvador,1340,100,0,100,2015
El Salvador,1400,600,300,200,2015
El Salvador,1505,0,0,0,2015
El Salvador,1520,2200,1800,400,2015
El Salvador,1600,6000,4100,1900,2015
India,0,8848700,4795000,4053700,2015
India,20,1504400,745100,759300,2015
India,380,406400,197900,208500,2015
India,420,34600,0,34600,2015
India,490,528100,274100,253900,2015
India,540,27200,10000,17100,2015
India,610,802800,408200,394600,2015
India,790,2400,1400,1000,2015
India,800,238100,123100,115000,2015
India,810,14500,6700,7800,2015
India,820,30500,26700,3800,2015
India,940,176000,86100,89900,2015
India,1100,2326000,1314800,1011200,2015
India,1170,1068600,582400,486200,2015
India,1210,427500,270900,156600,2015
India,1260,259500,146800,112700,2015
India,1330,16200,8100,8100,2015
India,1340,21200,7700,13400,2015
India,1400,102800,52600,50200,2015
India,1505,3800,1900,1900,2015
India,1520,644100,396800,247300,2015
India,1600,213900,133500,80500,2015
Nigeria,0,1635000,883000,751900,2015
Nigeria,20,606800,330800,276000,2015
Nigeria,380,212000,115400,96600,2015
Nigeria,420,23900,0,23900,2015
Nigeria,490,235900,132000,103900,2015
Nigeria,540,8100,4600,3500,2015
Nigeria,610,65900,26700,39300,2015
Nigeria,790,300,100,100,2015
Nigeria,800,20800,10800,10000,2015
Nigeria,810,15700,6300,9400,2015
Nigeria,820,6000,5100,800,2015
Nigeria,940,14600,7800,6700,2015
Nigeria,1100,137300,66400,70900,2015
Nigeria,1170,21600,11800,9800,2015
Nigeria,1210,64000,41300,22700,2015
Nigeria,1260,20300,11600,8700,2015
Nigeria,1330,1300,600,700,2015
Nigeria,1340,700,100,500,2015
Nigeria,1400,47300,26300,21000,2015
Nigeria,1505,4100,2500,1600,2015
Nigeria,1520,88500,55200,33300,2015
Nigeria,1600,39800,27500,12300,2015
Afghanistan,0,252400,128300,119100,2015
Afghanistan,20,36400,36300,34000,2015
Afghanistan,380,15900,13200,11500,2015
Afghanistan,420,7300,0,8500,2015
Afghanistan,490,39000,23600,19500,2015
Afghanistan,540,800,500,800,2015
Afghanistan,610,13500,4300,4100,2015
Afghanistan,790,0,0,0,2015
Afghanistan,800,4700,700,1400,2015
Afghanistan,810,1200,400,400,2015
Afghanistan,820,400,200,100,2015
Afghanistan,940,3100,1100,1000,2015
Afghanistan,1100,61800,23200,21500,2015
Afghanistan,1170,7500,3200,2900,2015
Afghanistan,1210,7200,2900,2600,2015
Afghanistan,1260,5800,1900,1700,2015
Afghanistan,1330,100,0,0,2015
Afghanistan,1340,100,0,0,2015
Afghanistan,1400,5500,2700,2300,2015
Afghanistan,1505,600,300,300,2015
Afghanistan,1520,12500,7500,3800,2015
Afghanistan,1600,28800,6300,2600,2015
Central African Republic,0,61400,32800,28600,2015
Central African Republic,20,22600,11500,11100,2015
Central African Republic,380,6100,3500,2600,2015
Central African Republic,420,1300,0,1300,2015
Central African Republic,490,6200,3400,2800,2015
Central African Republic,540,900,500,400,2015
Central African Republic,610,1800,700,1100,2015
Central African Republic,790,0,0,0,2015
Central African Republic,800,1200,700,500,2015
Central African Republic,810,500,300,100,2015
Central African Republic,820,100,100,0,2015
Central African Republic,940,400,200,200,2015
Central African Republic,1100,8400,4100,4300,2015
Central African Republic,1170,1800,900,900,2015
Central African Republic,1210,2400,1600,800,2015
Central African Republic,1260,900,600,300,2015
Central African Republic,1330,100,0,0,2015
Central African Republic,1340,0,0,0,2015
Central African Republic,1400,900,500,400,2015
Central African Republic,1505,100,0,0,2015
Central African Republic,1520,3200,2200,1000,2015
Central African Republic,1600,2300,1800,600,2015
Burundi,0,76000,40800,35200,2015
Burundi,20,20000,10900,9100,2015
Burundi,380,8000,4300,3800,2015
Burundi,420,1600,0,1600,2015
Burundi,490,8900,5000,3900,2015
Burundi,540,2800,1600,1300,2015
Burundi,610,5600,2300,3200,2015
Burundi,790,0,0,0,2015
Burundi,800,1200,700,600,2015
Burundi,810,300,100,100,2015
Burundi,820,100,100,0,2015
Burundi,940,700,300,400,2015
Burundi,1100,9200,4500,4600,2015
Burundi,1170,2100,1100,1000,2015
Burundi,1210,3000,1900,1100,2015
Burundi,1260,1200,700,500,2015
Burundi,1330,100,0,100,2015
Burundi,1340,0,0,0,2015
Burundi,1400,1800,1000,800,2015
Burundi,1505,200,100,100,2015
Burundi,1520,7000,4500,2500,2015
Burundi,1600,2100,1500,600,2015
Ethiopia,0,635200,344100,291100,2015
Ethiopia,20,160100,85400,74700,2015
Ethiopia,380,58100,33100,25000,2015
Ethiopia,420,10600,0,10600,2015
Ethiopia,490,85600,49800,35800,2015
Ethiopia,540,9300,4600,4700,2015
Ethiopia,610,42600,14900,27700,2015
Ethiopia,790,100,100,0,2015
Ethiopia,800,14300,8200,6100,2015
Ethiopia,810,1500,600,900,2015
Ethiopia,820,1100,900,200,2015
Ethiopia,940,9900,4800,5100,2015
Ethiopia,1100,88700,44100,44600,2015
Ethiopia,1170,16200,9300,6800,2015
Ethiopia,1210,38000,24300,13700,2015
Ethiopia,1260,14000,8300,5700,2015
Ethiopia,1330,800,300,500,2015
Ethiopia,1340,400,200,200,2015
Ethiopia,1400,15200,8700,6500,2015
Ethiopia,1505,300,200,100,2015
Ethiopia,1520,54300,35800,18500,2015
Ethiopia,1600,14100,10300,3800,2015
Chad,0,147200,78000,69300,2015
Chad,20,46600,24600,22000,2015
Chad,380,24500,13200,11200,2015
Chad,420,3400,0,3400,2015
Chad,490,19600,10900,8700,2015
Chad,540,2700,1400,1300,2015
Chad,610,5100,2100,3000,2015
Chad,790,0,0,0,2015
Chad,800,1700,800,1000,2015
Chad,810,1200,500,700,2015
Chad,820,300,200,0,2015
Chad,940,1300,700,600,2015
Chad,1100,13700,6800,7000,2015
Chad,1170,2800,1500,1300,2015
Chad,1210,5300,3300,2000,2015
Chad,1260,2100,1300,800,2015
Chad,1330,100,100,100,2015
Chad,1340,0,0,0,2015
Chad,1400,3700,2000,1700,2015
Chad,1505,300,200,100,2015
Chad,1520,9900,6300,3700,2015
Chad,1600,2900,2200,700,2015
Sudan,0,234900,126700,108200,2015
Sudan,20,34300,19400,14900,2015
Sudan,380,16200,8800,7400,2015
Sudan,420,2200,0,2200,2015
Sudan,490,35200,19900,15300,2015
Sudan,540,1700,1000,700,2015
Sudan,610,15400,6600,8800,2015
Sudan,790,0,0,0,2015
Sudan,800,2600,1200,1400,2015
Sudan,810,1600,900,700,2015
Sudan,820,900,700,200,2015
Sudan,940,3900,2000,1900,2015
Sudan,1100,68600,34800,33800,2015
Sudan,1170,7100,4200,2900,2015
Sudan,1210,6600,3400,3100,2015
Sudan,1260,4800,2300,2400,2015
Sudan,1330,100,100,0,2015
Sudan,1340,100,0,100,2015
Sudan,1400,6200,3400,2800,2015
Sudan,1505,500,300,200,2015
Sudan,1520,20400,13300,7100,2015
Sudan,1600,6400,4500,1900,2015
Togo,0,56900,31800,25100,2015
Togo,20,16600,8900,7700,2015
Togo,380,5900,3500,2400,2015
Togo,420,800,0,800,2015
Togo,490,6000,3400,2600,2015
Togo,540,300,200,200,2015
Togo,610,2900,1300,1600,2015
Togo,790,0,0,0,2015
Togo,800,1100,600,600,2015
Togo,810,900,500,400,2015
Togo,820,200,200,0,2015
Togo,940,700,300,300,2015
Togo,1100,9000,4900,4000,2015
Togo,1170,1500,900,600,2015
Togo,1210,2800,1800,1000,2015
Togo,1260,1300,800,600,2015
Togo,1330,100,0,0,2015
Togo,1340,0,0,0,2015
Togo,1400,1200,700,500,2015
Togo,1505,100,0,0,2015
Togo,1520,4200,2800,1400,2015
Togo,1600,1400,1100,400,2015
Madagascar,0,169000,88900,80100,2015
Madagascar,20,39700,22200,17500,2015
Madagascar,380,16800,8800,8000,2015
Madagascar,420,2800,0,2800,2015
Madagascar,490,14700,8200,6500,2015
Madagascar,540,5900,2800,3100,2015
Madagascar,610,11000,4400,6600,2015
Madagascar,790,0,0,0,2015
Madagascar,800,2900,1400,1400,2015
Madagascar,810,500,200,300,2015
Madagascar,820,200,200,0,2015
Madagascar,940,1600,800,800,2015
Madagascar,1100,36000,17700,18300,2015
Madagascar,1170,6500,3500,3000,2015
Madagascar,1210,7000,4100,2900,2015
Madagascar,1260,2500,1400,1100,2015
Madagascar,1330,200,100,100,2015
Madagascar,1340,100,0,0,2015
Madagascar,1400,3700,2000,1700,2015
Madagascar,1505,200,100,100,2015
Madagascar,1520,13500,8400,5100,2015
Madagascar,1600,3300,2300,900,2015
Niger,0,177900,94400,83500,2015
Niger,20,60000,31900,28100,2015
Niger,380,22200,12100,10100,2015
Niger,420,3600,0,3600,2015
Niger,490,23400,13100,10300,2015
Niger,540,2300,1200,1200,2015
Niger,610,6100,2700,3400,2015
Niger,790,0,0,0,2015
Niger,800,2300,1000,1300,2015
Niger,810,1600,700,1000,2015
Niger,820,200,200,0,2015
Niger,940,1700,900,800,2015
Niger,1100,18500,9000,9500,2015
Niger,1170,4000,2100,1900,2015
Niger,1210,7300,4500,2800,2015
Niger,1260,2900,1700,1100,2015
Niger,1330,200,100,100,2015
Niger,1340,100,0,100,2015
Niger,1400,3900,2200,1700,2015
Niger,1505,300,200,100,2015
Niger,1520,13500,8200,5300,2015
Niger,1600,3800,2700,1100,2015
Rwanda,0,61600,32900,28600,2015
Rwanda,20,12600,6900,5700,2015
Rwanda,380,5300,2900,2500,2015
Rwanda,420,800,0,800,2015
Rwanda,490,5800,3200,2600,2015
Rwanda,540,1400,700,700,2015
Rwanda,610,6500,2800,3700,2015
Rwanda,790,0,0,0,2015
Rwanda,800,1600,900,700,2015
Rwanda,810,200,100,100,2015
Rwanda,820,100,100,0,2015
Rwanda,940,900,400,500,2015
Rwanda,1100,9700,4700,5100,2015
Rwanda,1170,2200,1200,1000,2015
Rwanda,1210,3900,2500,1400,2015
Rwanda,1260,1400,700,600,2015
Rwanda,1330,100,0,100,2015
Rwanda,1340,0,0,0,2015
Rwanda,1400,1800,1000,800,2015
Rwanda,1505,100,100,0,2015
Rwanda,1520,5800,3900,1900,2015
Rwanda,1600,1200,900,300,2015
Germany,0,836900,397200,439700,2010
Germany,20,15800,7400,8400,2010
Germany,380,20600,9700,10800,2010
Germany,420,0,0,0,2010
Germany,490,1300,700,600,2010
Germany,540,1100,400,700,2010
Germany,610,222000,120100,101900,2010
Germany,790,6200,2800,3400,2010
Germany,800,16500,7100,9400,2010
Germany,810,7600,3100,4500,2010
Germany,820,7100,5500,1600,2010
Germany,940,40400,16000,24400,2010
Germany,1100,337900,142900,195000,2010
Germany,1170,52100,27000,25100,2010
Germany,1210,43100,21500,21600,2010
Germany,1260,26600,10900,15700,2010
Germany,1330,1100,400,800,2010
Germany,1340,2900,1000,1900,2010
Germany,1400,1800,1000,900,2010
Germany,1505,100,100,0,2010
Germany,1520,20900,11100,9800,2010
Germany,1600,11500,8400,3000,2010
United States of America,0,2470500,1234000,1236500,2010
United States of America,20,69800,35700,34100,2010
United States of America,380,51800,24400,27500,2010
United States of America,420,600,0,600,2010
United States of America,490,12500,7000,5500,2010
United States of America,540,5900,2300,3700,2010
United States of America,610,582200,304500,277700,2010
United States of America,790,15100,7800,7300,2010
United States of America,800,51400,27300,24100,2010
United States of America,810,34200,16100,18100,2010
United States of America,820,43600,29200,14400,2010
United States of America,940,255600,92400,163200,2010
United States of America,1100,775100,379800,395300,2010
United States of America,1170,208900,101400,107500,2010
United States of America,1210,92300,48400,43900,2010
United States of America,1260,86800,40200,46600,2010
United States of America,1330,4100,1700,2300,2010
United States of America,1340,13500,4400,9100,2010
United States of America,1400,11800,6400,5400,2010
United States of America,1505,1600,900,700,2010
United States of America,1520,94200,58200,36000,2010
United States of America,1600,59000,45800,13100,2010
Trinidad and Tobago,0,10400,5900,4500,2010
Trinidad and Tobago,20,400,200,100,2010
Trinidad and Tobago,380,200,100,100,2010
Trinidad and Tobago,420,0,0,0,2010
Trinidad and Tobago,490,200,100,100,2010
Trinidad and Tobago,540,0,0,0,2010
Trinidad and Tobago,610,2200,1100,1100,2010
Trinidad and Tobago,790,0,0,0,2010
Trinidad and Tobago,800,1300,600,600,2010
Trinidad and Tobago,810,100,100,100,2010
Trinidad and Tobago,820,0,0,0,2010
Trinidad and Tobago,940,400,200,200,2010
Trinidad and Tobago,1100,3000,1600,1400,2010
Trinidad and Tobago,1170,200,100,100,2010
Trinidad and Tobago,1210,400,200,100,2010
Trinidad and Tobago,1260,500,300,200,2010
Trinidad and Tobago,1330,0,0,0,2010
Trinidad and Tobago,1340,0,0,0,2010
Trinidad and Tobago,1400,100,100,100,2010
Trinidad and Tobago,1505,0,0,0,2010
Trinidad and Tobago,1520,500,300,100,2010
Trinidad and Tobago,1600,700,600,100,2010
Lithuania,0,41300,20800,20600,2010
Lithuania,20,500,300,200,2010
Lithuania,380,400,300,100,2010
Lithuania,420,0,0,0,2010
Lithuania,490,100,0,0,2010
Lithuania,540,0,0,0,2010
Lithuania,610,8100,4500,3600,2010
Lithuania,790,100,100,100,2010
Lithuania,800,200,100,100,2010
Lithuania,810,100,0,0,2010
Lithuania,820,500,400,100,2010
Lithuania,940,600,300,300,2010
Lithuania,1100,23100,9600,13500,2010
Lithuania,1170,900,600,300,2010
Lithuania,1210,2300,1300,1000,2010
Lithuania,1260,400,100,200,2010
Lithuania,1330,0,0,0,2010
Lithuania,1340,100,0,100,2010
Lithuania,1400,100,100,100,2010
Lithuania,1505,0,0,0,2010
Lithuania,1520,2300,1700,600,2010
Lithuania,1600,1400,1100,300,2010
Japan,0,1197000,633700,563300,2010
Japan,20,27900,13600,14400,2010
Japan,380,128600,66700,61900,2010
Japan,420,100,0,100,2010
Japan,490,700,400,300,2010
Japan,540,2900,1300,1600,2010
Japan,610,367700,217700,149900,2010
Japan,790,10700,5400,5300,2010
Japan,800,5400,3000,2400,2010
Japan,810,9400,4100,5300,2010
Japan,820,1600,1000,600,2010
Japan,940,27400,11600,15800,2010
Japan,1100,346400,160800,185600,2010
Japan,1170,89100,50700,38400,2010
Japan,1210,48000,25200,22800,2010
Japan,1260,45100,19800,25200,2010
Japan,1330,1400,500,900,2010
Japan,1340,5900,2200,3700,2010
Japan,1400,2700,1400,1300,2010
Japan,1505,100,100,100,2010
Japan,1520,44400,26100,18300,2010
Japan,1600,31500,22200,9300,2010
Denmark,0,54400,26800,27700,2010
Denmark,20,1100,500,600,2010
Denmark,380,2200,1000,1200,2010
Denmark,420,0,0,0,2010
Denmark,490,200,100,100,2010
Denmark,540,200,100,100,2010
Denmark,610,16600,8600,8000,2010
Denmark,790,300,100,200,2010
Denmark,800,1200,700,500,2010
Denmark,810,600,300,400,2010
Denmark,820,1100,800,300,2010
Denmark,940,4500,1600,2800,2010
Denmark,1100,15400,7400,8000,2010
Denmark,1170,4600,2100,2500,2010
Denmark,1210,2900,1500,1400,2010
Denmark,1260,1100,600,500,2010
Denmark,1330,100,0,0,2010
Denmark,1340,400,100,300,2010
Denmark,1400,100,100,100,2010
Denmark,1505,0,0,0,2010
Denmark,1520,1200,700,600,2010
Denmark,1600,700,500,200,2010
France,0,539800,275500,264300,2010
France,20,12200,6000,6200,2010
France,380,14000,6600,7400,2010
France,420,100,0,100,2010
France,490,1500,800,700,2010
France,540,4100,1300,2700,2010
France,610,166100,97000,69000,2010
France,790,7200,3600,3700,2010
France,800,10200,4800,5400,2010
France,810,7800,3200,4600,2010
France,820,6000,4200,1900,2010
France,940,49600,18600,30900,2010
France,1100,149800,68800,81000,2010
France,1170,27700,15200,12400,2010
France,1210,25700,13800,11900,2010
France,1260,12700,6000,6700,2010
France,1330,1600,500,1000,2010
France,1340,4000,1400,2600,2010
France,1400,1900,1100,800,2010
France,1505,200,100,100,2010
France,1520,25300,13900,11500,2010
France,1600,12100,8500,3600,2010
Hungary,0,125300,62700,62600,2010
Hungary,20,600,300,200,2010
Hungary,380,900,500,500,2010
Hungary,420,0,0,0,2010
Hungary,490,300,200,100,2010
Hungary,540,100,0,100,2010
Hungary,610,31700,17600,14100,2010
Hungary,790,600,300,300,2010
Hungary,800,2100,900,1100,2010
Hungary,810,500,200,300,2010
Hungary,820,600,500,200,2010
Hungary,940,3700,1400,2300,2010
Hungary,1100,62000,27400,34600,2010
Hungary,1170,5500,3200,2300,2010
Hungary,1210,7700,4700,2900,2010
Hungary,1260,1200,500,700,2010
Hungary,1330,100,0,100,2010
Hungary,1340,400,100,300,2010
Hungary,1400,400,200,200,2010
Hungary,1505,0,0,0,2010
Hungary,1520,4200,2500,1700,2010
Hungary,1600,2700,2100,600,2010
Brunei Darussalam,0,1400,800,600,2010
Brunei Darussalam,20,100,100,0,2010
Brunei Darussalam,380,0,0,0,2010
Brunei Darussalam,420,0,0,0,2010
Brunei Darussalam,490,0,0,0,2010
Brunei Darussalam,540,0,0,0,2010
Brunei Darussalam,610,300,200,100,2010
Brunei Darussalam,790,0,0,0,2010
Brunei Darussalam,800,100,100,0,2010
Brunei Darussalam,810,0,0,0,2010
Brunei Darussalam,820,0,0,0,2010
Brunei Darussalam,940,0,0,0,2010
Brunei Darussalam,1100,400,200,200,2010
Brunei Darussalam,1170,100,100,0,2010
Brunei Darussalam,1210,0,0,0,2010
Brunei Darussalam,1260,100,0,0,2010
Brunei Darussalam,1330,0,0,0,2010
Brunei Darussalam,1340,0,0,0,2010
Brunei Darussalam,1400,0,0,0,2010
Brunei Darussalam,1505,0,0,0,2010
Brunei Darussalam,1520,100,100,0,2010
Brunei Darussalam,1600,0,0,0,2010
Canada,0,240100,120600,119400,2010
Canada,20,5400,2700,2700,2010
Canada,380,5300,2400,2900,2010
Canada,420,0,0,0,2010
Canada,490,1200,700,500,2010
Canada,540,500,200,300,2010
Canada,610,72500,37900,34700,2010
Canada,790,1400,700,700,2010
Canada,800,6000,3300,2700,2010
Canada,810,3000,1400,1600,2010
Canada,820,3600,2500,1200,2010
Canada,940,23900,9000,14900,2010
Canada,1100,66700,33100,33500,2010
Canada,1170,16900,8800,8100,2010
Canada,1210,9500,4800,4700,2010
Canada,1260,6700,3000,3700,2010
Canada,1330,400,200,200,2010
Canada,1340,1500,500,1000,2010
Canada,1400,900,500,400,2010
Canada,1505,100,0,0,2010
Canada,1520,9800,5600,4200,2010
Canada,1600,4700,3500,1200,2010
China,0,9140900,5437700,3703300,2010
China,20,156000,101300,54800,2010
China,380,189400,106400,83000,2010
China,420,5700,0,5700,2010
China,490,104000,59700,44300,2010
China,540,10900,5400,5400,2010
China,610,2165200,1400400,764800,2010
China,790,3200,2000,1200,2010
China,800,125300,60000,65300,2010
China,810,21300,11400,9900,2010
China,820,36000,27800,8200,2010
China,940,286100,121900,164200,2010
China,1100,3647000,2055200,1591800,2010
China,1170,1080800,625900,454900,2010
China,1210,274600,183800,90800,2010
China,1260,173200,95300,77900,2010
China,1330,4900,2400,2500,2010
China,1340,15800,5500,10300,2010
China,1400,67200,38300,29000,2010
China,1505,1400,1000,400,2010
China,1520,615900,442100,173800,2010
China,1600,156900,92000,64900,2010
Mexico,0,588000,329400,258600,2010
Mexico,20,18200,11000,7200,2010
Mexico,380,20900,11400,9500,2010
Mexico,420,1000,0,1000,2010
Mexico,490,15700,8800,6900,2010
Mexico,540,12200,5900,6200,2010
Mexico,610,70400,34600,35800,2010
Mexico,790,4300,2200,2100,2010
Mexico,800,61100,29100,31900,2010
Mexico,810,9300,4500,4800,2010
Mexico,820,4200,3600,500,2010
Mexico,940,10500,5500,5000,2010
Mexico,1100,138100,70200,67900,2010
Mexico,1170,35300,19100,16200,2010
Mexico,1210,54600,34300,20300,2010
Mexico,1260,39100,19900,19300,2010
Mexico,1330,1700,700,1000,2010
Mexico,1340,5000,1800,3200,2010
Mexico,1400,13000,7200,5700,2010
Mexico,1505,600,400,200,2010
Mexico,1520,41200,31500,9700,2010
Mexico,1600,31500,27500,4000,2010
Jordan,0,21300,11400,9900,2010
Jordan,20,400,200,200,2010
Jordan,380,800,400,400,2010
Jordan,420,100,0,100,2010
Jordan,490,1900,1100,800,2010
Jordan,540,0,0,0,2010
Jordan,610,4000,2200,1800,2010
Jordan,790,0,0,0,2010
Jordan,800,1200,500,700,2010
Jordan,810,100,100,100,2010
Jordan,820,100,100,0,2010
Jordan,940,500,200,300,2010
Jordan,1100,6400,3200,3200,2010
Jordan,1170,500,300,200,2010
Jordan,1210,600,300,300,2010
Jordan,1260,1000,400,500,2010
Jordan,1330,0,0,0,2010
Jordan,1340,0,0,0,2010
Jordan,1400,1000,500,400,2010
Jordan,1505,100,0,0,2010
Jordan,1520,2300,1600,700,2010
Jordan,1600,300,300,100,2010
Iraq,0,144100,80200,63900,2010
Iraq,20,6100,3300,2700,2010
Iraq,380,7200,4000,3200,2010
Iraq,420,800,0,800,2010
Iraq,490,15800,8900,6900,2010
Iraq,540,200,100,100,2010
Iraq,610,10100,5200,5000,2010
Iraq,790,0,0,0,2010
Iraq,800,5600,2500,3100,2010
Iraq,810,400,200,200,2010
Iraq,820,400,300,100,2010
Iraq,940,2800,1200,1500,2010
Iraq,1100,52200,26800,25400,2010
Iraq,1170,2400,1400,1000,2010
Iraq,1210,2800,1600,1200,2010
Iraq,1260,5100,2500,2600,2010
Iraq,1330,0,0,0,2010
Iraq,1340,100,0,100,2010
Iraq,1400,4700,2600,2100,2010
Iraq,1505,400,200,200,2010
Iraq,1520,14300,10200,4000,2010
Iraq,1600,12700,9100,3600,2010
South Africa,0,616900,322900,293900,2010
South Africa,20,237300,114700,122600,2010
South Africa,380,45800,25200,20600,2010
South Africa,420,2400,0,2400,2010
South Africa,490,13000,7200,5800,2010
South Africa,540,3000,1600,1400,2010
South Africa,610,51700,25900,25700,2010
South Africa,790,200,100,100,2010
South Africa,800,28800,12200,16500,2010
South Africa,810,5300,2200,3200,2010
South Africa,820,1600,1100,500,2010
South Africa,940,7200,3200,4000,2010
South Africa,1100,91100,45200,45900,2010
South Africa,1170,22200,12800,9400,2010
South Africa,1210,20700,12000,8700,2010
South Africa,1260,15800,8700,7200,2010
South Africa,1330,1100,400,600,2010
South Africa,1340,1300,400,900,2010
South Africa,1400,3800,2100,1700,2010
South Africa,1505,1000,500,400,2010
South Africa,1520,31800,22600,9200,2010
South Africa,1600,31800,24700,7100,2010
Thailand,0,405300,229800,175500,2010
Thailand,20,41100,27400,13700,2010
Thailand,380,18800,10000,8800,2010
Thailand,420,200,0,200,2010
Thailand,490,4500,2500,1900,2010
Thailand,540,700,300,500,2010
Thailand,610,97400,52500,44900,2010
Thailand,790,100,100,100,2010
Thailand,800,11700,4600,7100,2010
Thailand,810,1400,600,800,2010
Thailand,820,1100,1000,100,2010
Thailand,940,17300,6800,10500,2010
Thailand,1100,85400,43300,42200,2010
Thailand,1170,21800,14400,7400,2010
Thailand,1210,23200,14000,9200,2010
Thailand,1260,23200,10000,13200,2010
Thailand,1330,2000,900,1100,2010
Thailand,1340,900,200,600,2010
Thailand,1400,3100,1700,1400,2010
Thailand,1505,200,100,100,2010
Thailand,1520,39800,30000,9700,2010
Thailand,1600,11400,9200,2200,2010
Libya,0,21600,11700,9900,2010
Libya,20,700,400,300,2010
Libya,380,700,400,300,2010
Libya,420,100,0,100,2010
Libya,490,1000,600,400,2010
Libya,540,0,0,0,2010
Libya,610,2800,1600,1200,2010
Libya,790,0,0,0,2010
Libya,800,600,300,400,2010
Libya,810,100,100,100,2010
Libya,820,400,300,100,2010
Libya,940,800,400,400,2010
Libya,1100,8200,4000,4200,2010
Libya,1170,700,400,300,2010
Libya,1210,800,400,400,2010
Libya,1260,900,400,600,2010
Libya,1330,0,0,0,2010
Libya,1340,0,0,0,2010
Libya,1400,700,400,300,2010
Libya,1505,0,0,0,2010
Libya,1520,2400,1700,600,2010
Libya,1600,600,400,200,2010
Brazil,0,1146200,655500,490700,2010
Brazil,20,54800,31900,22900,2010
Brazil,380,63000,31500,31400,2010
Brazil,420,1800,0,1800,2010
Brazil,490,28400,16300,12100,2010
Brazil,540,10500,5400,5100,2010
Brazil,610,190400,103300,87200,2010
Brazil,790,3500,1800,1700,2010
Brazil,800,50300,21500,28900,2010
Brazil,810,13200,6300,7000,2010
Brazil,820,9800,8300,1500,2010
Brazil,940,29800,13900,15900,2010
Brazil,1100,341900,180000,161900,2010
Brazil,1170,76100,42000,34100,2010
Brazil,1210,62400,39800,22600,2010
Brazil,1260,36900,18600,18300,2010
Brazil,1330,3600,1600,2000,2010
Brazil,1340,4800,1600,3200,2010
Brazil,1400,13800,7700,6100,2010
Brazil,1505,200,100,100,2010
Brazil,1520,79400,60600,18700,2010
Brazil,1600,71400,63300,8100,2010
Peru,0,121500,64100,57400,2010
Peru,20,7100,4600,2500,2010
Peru,380,13600,6500,7000,2010
Peru,420,500,0,500,2010
Peru,490,4000,2300,1700,2010
Peru,540,1200,600,700,2010
Peru,610,28500,13600,14900,2010
Peru,790,0,0,0,2010
Peru,800,3300,1500,1800,2010
Peru,810,400,200,200,2010
Peru,820,800,600,200,2010
Peru,940,4700,2000,2700,2010
Peru,1100,19700,9800,9900,2010
Peru,1170,5200,2600,2600,2010
Peru,1210,9100,5200,3900,2010
Peru,1260,6800,3100,3700,2010
Peru,1330,100,0,100,2010
Peru,1340,200,0,200,2010
Peru,1400,2800,1600,1200,2010
Peru,1505,100,0,0,2010
Peru,1520,10300,7400,2900,2010
Peru,1600,3100,2400,700,2010
Bulgaria,0,111000,58300,52800,2010
Bulgaria,20,700,500,200,2010
Bulgaria,380,1600,1000,600,2010
Bulgaria,420,0,0,0,2010
Bulgaria,490,300,200,100,2010
Bulgaria,540,0,0,0,2010
Bulgaria,610,17200,10200,7000,2010
Bulgaria,790,100,100,100,2010
Bulgaria,800,1500,700,900,2010
Bulgaria,810,100,100,100,2010
Bulgaria,820,200,100,0,2010
Bulgaria,940,1000,500,400,2010
Bulgaria,1100,74600,36100,38500,2010
Bulgaria,1170,5300,3400,2000,2010
Bulgaria,1210,3400,2200,1200,2010
Bulgaria,1260,1600,800,700,2010
Bulgaria,1330,0,0,0,2010
Bulgaria,1340,0,0,0,2010
Bulgaria,1400,300,200,100,2010
Bulgaria,1505,0,0,0,2010
Bulgaria,1520,2000,1500,500,2010
Bulgaria,1600,1100,800,300,2010
Algeria,0,157900,83100,74700,2010
Algeria,20,5900,3300,2600,2010
Algeria,380,6200,3200,3000,2010
Algeria,420,900,0,900,2010
Algeria,490,12100,6600,5500,2010
Algeria,540,100,0,100,2010
Algeria,610,22500,12100,10500,2010
Algeria,790,0,0,0,2010
Algeria,800,3000,1200,1800,2010
Algeria,810,700,300,400,2010
Algeria,820,800,600,200,2010
Algeria,940,4800,2500,2300,2010
Algeria,1100,66700,33100,33700,2010
Algeria,1170,5300,3000,2300,2010
Algeria,1210,4400,2400,2000,2010
Algeria,1260,5200,2400,2800,2010
Algeria,1330,100,0,0,2010
Algeria,1340,100,0,100,2010
Algeria,1400,4100,2200,1900,2010
Algeria,1505,300,100,100,2010
Algeria,1520,12600,8700,3900,2010
Algeria,1600,1900,1300,600,2010
Angola,0,239300,129200,110100,2010
Angola,20,82200,43100,39100,2010
Angola,380,33700,18500,15200,2010
Angola,420,3200,0,3200,2010
Angola,490,34700,19300,15400,2010
Angola,540,5600,3100,2600,2010
Angola,610,7700,3300,4300,2010
Angola,790,0,0,0,2010
Angola,800,3400,2100,1300,2010
Angola,810,1200,600,500,2010
Angola,820,300,300,100,2010
Angola,940,1900,1000,900,2010
Angola,1100,23500,12300,11200,2010
Angola,1170,4500,2000,2400,2010
Angola,1210,8600,5800,2900,2010
Angola,1260,3000,1900,1100,2010
Angola,1330,200,100,100,2010
Angola,1340,100,100,100,2010
Angola,1400,6900,3800,3100,2010
Angola,1505,600,300,200,2010
Angola,1520,13900,8300,5600,2010
